VideoID	VideoLink	ChannelID	ChannelName	ChannelType	VideoTitle	Likes	Subscribers	Views	PublishTime	Duration	Comments	Type
2kg79P_bODU	https://www.youtube.com/watch?v=2kg79P_bODU	UCuqtKp77ZbFRUFLq05-ddkw	B?nh vi?n ?KQT Vinmec	Personal	Ch? s? ???ng huy?t bình th??ng và b?ng ?o ???ng huy?t tr??c/ sau ?n	0	723000	308081	2021-03-04T15:31:51Z	2M45S	121	1
Qoa4fNIj1Og	https://www.youtube.com/watch?v=Qoa4fNIj1Og	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	D?u hi?u c?nh báo s?m b?nh ti?u ???ng | TS.BS Tr?n Minh Tri?t	776	1650000	107782	2023-08-11T02:00:10Z	22M25S	29	1
on_noOPGSVQ	https://www.youtube.com/watch?v=on_noOPGSVQ	UCZcCmWhvK0gfThyWRmRerDQ	TOÀN C?NH 24H	Personal	[S?ng kho? m?i ngày] Khi nào b?nh nhân ti?u ???ng typ 2 ???c ch? ??nh tiêm insulin | Tin m?i	139	6210000	33638	2023-06-07T04:08:35Z	1H31M56S	0	1
ysK_ar7iDaM	https://www.youtube.com/watch?v=ysK_ar7iDaM	UCZu-Sb6hPE-9m1A365R_MnQ	Abbott Nutrition Vietnam	Personal	Tìm hi?u nguyên nhân m?c ?ái tháo ???ng/ti?u ???ng túyp 2 cùng Glucerna	55	135000	8637	2021-05-12T12:28:27Z	2M13S	0	1
OdxALXYIjjo	https://www.youtube.com/watch?v=OdxALXYIjjo	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	6 Tri?u Ch?ng Cho Th?y B?n M?c B?nh ?ái Tháo ???ng | Dr Ng?c	2132	1310000	225212	2023-02-19T04:00:10Z	6M49S	221	1
63XJ2lX_rq0	https://www.youtube.com/watch?v=63XJ2lX_rq0	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	6 d?u hi?u ? chân c?nh báo b?nh ti?u ???ng	63	1650000	12181	2023-07-25T08:58:48Z	2M48S	1	1
pO5x_VbPzKo	https://www.youtube.com/watch?v=pO5x_VbPzKo	UCD09NCZlzMj4yGvGkLbuBpw	Báo S?c kh?e & ??i s?ng	Personal	"Lý Do Ng??i B?nh ?ái Tháo ???ng Nên ?n Chu?i Xanh, Ng??i ?au D? Dày Nên ?n Chu?i Chín | SK?S"	199	3000000	70899	2023-05-20T05:15:04Z	2M31S	0	1
mgNYV36nEvY	https://www.youtube.com/watch?v=mgNYV36nEvY	UCuqtKp77ZbFRUFLq05-ddkw	B?nh vi?n ?KQT Vinmec	Personal	T?i sao ti?u ???ng gây li?t d??ng?	0	723000	23060	2022-03-11T12:30:14Z	3M51S	6	1
YNAXgotd3Lk	https://www.youtube.com/watch?v=YNAXgotd3Lk	UCZnhEIF8a5Uv4GMPwT6KafQ	KÊNH VTC16	Personal	Cách s? d?ng ?? ?en ?? ki?m soát ti?u ???ng | VTC16	31	1890000	7899	2024-11-11T11:53:30Z	9M47S	2	1
LkRnselvr0Q	https://www.youtube.com/watch?v=LkRnselvr0Q	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	Ng?n Ch?n B?nh Ti?u ???ng Tr??c Khi Quá Mu?n - Nh?ng ?i?u Ai C?ng C?n Bi?t | Dr Ng?c	866	1310000	37914	2024-12-20T12:00:06Z	20M56S	211	1
p2AFgXTCUCI	https://www.youtube.com/watch?v=p2AFgXTCUCI	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	D?u hi?u s?m c?nh báo b?nh ti?u ???ng	350	1650000	72691	2022-08-13T07:05:27Z	3M28S	15	1
bxLWTyLFY5c	https://www.youtube.com/watch?v=bxLWTyLFY5c	UCD09NCZlzMj4yGvGkLbuBpw	Báo S?c kh?e & ??i s?ng	Personal	Nh?ng ng??i m?c b?nh ti?u ???ng có nên ?n mít? | SK?S #shorts	85	3000000	4758	2024-10-04T14:00:43Z	56S	0	1
JmFzpquWWNc	https://www.youtube.com/watch?v=JmFzpquWWNc	UCepZ0FGWvrZoY5Z_6W8Jyyg	TCI Hospital	Personal	Ti?u ???ng và bi?n ch?ng ti?u ???ng	7	296000	1520	2023-06-23T10:44:17Z	1M36S	0	1
TLYB8g66A_k	https://www.youtube.com/watch?v=TLYB8g66A_k	UCZnhEIF8a5Uv4GMPwT6KafQ	KÊNH VTC16	Personal	?i?u tr? ti?u ???ng b?ng cây ?inh l?ng? | VTC16	310	1890000	105566	2023-11-16T09:57:00Z	11M13S	26	1
JACYhVwlXf4	https://www.youtube.com/watch?v=JACYhVwlXf4	UCD09NCZlzMj4yGvGkLbuBpw	Báo S?c kh?e & ??i s?ng	Personal	Ti?u ???ng tuýp 2 có ch?a kh?i ???c không? ?i?u tr? th? nào? | SK?S	72	3000000	11981	2024-03-14T04:07:12Z	32M45S	0	1
_Qjg2jUrWxw	https://www.youtube.com/watch?v=_Qjg2jUrWxw	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	Th?c ph?m t?t nh?t cho b?nh ?ái Tháo ???ng | Dr Ng?c	13815	1310000	568040	2023-03-01T14:16:19Z	59M51S	2468	1
4elaMM0Zup4	https://www.youtube.com/watch?v=4elaMM0Zup4	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	Vì sao b?nh ti?u ???ng d? b? suy th?n?	153	1650000	11442	2024-06-10T13:45:00Z	39S	4	1
QfdzHK7Bf20	https://www.youtube.com/watch?v=QfdzHK7Bf20	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	Ch? s? ???ng huy?t bao nhiêu c?nh báo b?nh ti?u ???ng? | Dr Ng?c #shorts #short #drngoc	1649	1310000	139307	2024-03-03T00:00:18Z	50S	56	1
kF5HIqh6Ag0	https://www.youtube.com/watch?v=kF5HIqh6Ag0	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	"Ng??i b?nh ti?u ???ng, ch? s? ???ng huy?t bao nhiêu lý t??ng? | TS.BS Tr?n Minh Tri?t"	2096	1650000	246904	2023-08-20T04:00:11Z	15M47S	132	1
JACYhVwlXf4	https://www.youtube.com/watch?v=JACYhVwlXf4	UCD09NCZlzMj4yGvGkLbuBpw	Báo S?c kh?e & ??i s?ng	Personal	Ti?u ???ng tuýp 2 có ch?a kh?i ???c không? ?i?u tr? th? nào? | SK?S	72	3000000	11981	2024-03-14T04:07:12Z	32M45S	0	1
kF5HIqh6Ag0	https://www.youtube.com/watch?v=kF5HIqh6Ag0	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	"Ng??i b?nh ti?u ???ng, ch? s? ???ng huy?t bao nhiêu lý t??ng? | TS.BS Tr?n Minh Tri?t"	2096	1650000	246904	2023-08-20T04:00:11Z	15M47S	132	1
zawNFy_BulQ	https://www.youtube.com/watch?v=zawNFy_BulQ	UCRdD55JrlRDzHeec3bKrH4g	VOA Ti?ng Vi?t	Personal	Cách ?i?u tr? b?nh ti?u ???ng | VOA	9093	1760000	941514	2023-05-31T17:17:47Z	1H15M26S	888	1
IobP9bu-gVQ	https://www.youtube.com/watch?v=IobP9bu-gVQ	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	Ch? s? ???ng huy?t bao nhiêu c?nh báo b?nh ti?u ???ng | Dr Ng?c #short #shorts #drngoc	875	1310000	83214	2024-04-14T00:00:13Z	55S	40	1
j65ITCD9p4c	https://www.youtube.com/watch?v=j65ITCD9p4c	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	Bi?n ch?ng c?a b?nh ti?u ???ng | Dr Ng?c #short #shorts #drngoc	202	1310000	8412	2024-06-21T00:00:16Z	46S	15	1
ra6KarjNA1I	https://www.youtube.com/watch?v=ra6KarjNA1I	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	Nh?ng bi?n ch?ng th??ng xu?t hi?n ? ng??i b?nh ti?u ???ng	157	1650000	14068	2024-06-13T10:52:46Z	53S	1	1
exZ78aRPsnM	https://www.youtube.com/watch?v=exZ78aRPsnM	UC_kSOy981Lct-JHkCcpgsZg	Dr. Wynn Tran Official	Organization	#81. ?n u?ng ch?a b?nh ti?u ???ng	14509	819000	1648292	2019-07-23T22:40:10Z	1H29M43S	827	1
JmFzpquWWNc	https://www.youtube.com/watch?v=JmFzpquWWNc	UCepZ0FGWvrZoY5Z_6W8Jyyg	TCI Hospital	Personal	Ti?u ???ng và bi?n ch?ng ti?u ???ng	7	296000	1520	2023-06-23T10:44:17Z	1M36S	0	1
hSmzlTRFNWU	https://www.youtube.com/watch?v=hSmzlTRFNWU	UCabsTV34JwALXKGMqHpvUiA	VTV24	Personal	C?nh báo tiêm Insulin sai cách cho nh?ng ng??i b? b?nh ti?u ???ng  - Tin T?c VTV24	529	6610000	223432	2017-12-15T06:55:00Z	2M17S	0	1
6oKIRuVFG9s	https://www.youtube.com/watch?v=6oKIRuVFG9s	UCuqtKp77ZbFRUFLq05-ddkw	B?nh vi?n ?KQT Vinmec	Personal	?u ?? - Ng??i ti?u ???ng & ti?u ???ng thai k? ?n ???c không?| BS Võ Hà B?ng S??ng - Vinmec Phú Qu?c	0	723000	203755	2021-04-16T13:06:59Z	5M40S	26	1
zKNkN08szXI	https://www.youtube.com/watch?v=zKNkN08szXI	UCNbodx_2BbN_FzbO4_4NG0g	IVIE - BÁC S? ?I	Personal	"B?nh ti?u ???ng lo?i 1: D?u hi?u, tri?u ch?ng, và ?i?u tr?"	85	3600	16455	2021-06-29T02:00:08Z	2M53S	5	1
lsL2gpzrA6A	https://www.youtube.com/watch?v=lsL2gpzrA6A	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	6 Cách ??o Ng??c Ti?n Ti?u ???ng Không C?n Dùng Thu?c | Dr Ng?c	2858	1310000	185471	2023-03-08T13:30:07Z	6M44S	317	1
QcQSrxA9T68	https://www.youtube.com/watch?v=QcQSrxA9T68	UCYIUuKyiDCBnG-tp6jr-1nA	Truyen Hinh Vinh Long	Personal	Dr. Kh?e - T?p 1147: Cà chua giúp phòng ch?ng b?nh ti?u ???ng	78	5590000	16326	2021-06-05T13:00:23Z	4M7S	3	1
kGWjFQttbkc	https://www.youtube.com/watch?v=kGWjFQttbkc	UCjU5gokRK4BpkEKef-tshVg	Mater	Personal	B?nh Ti?u ???ng Thai k?: nh?ng ?i?u quý v? c?n bi?t | Mater Mothers	0	26500	107	2025-06-24T05:11:39Z	12M58S	0	1
O-0KT8EpWWg	https://www.youtube.com/watch?v=O-0KT8EpWWg	UC6O1Gy5IpWzMkglOjdweeBQ	Organic Life	Personal	10 D?u hi?u c?a B?NH TI?U ???NG lo?i 2	141	6510	35949	2020-10-24T15:30:12Z	4M43S	18	1
ec9ivnfp2E0	https://www.youtube.com/watch?v=ec9ivnfp2E0	UCkUgUwqHmGVx2jzUeaMyQdA	Minh Duc Vu Official	Organization	?? ?? B?NH TI?U ???NG ?? CÁC BI?N CH?NG NGUY HI?M & PH??NG PHÁP ?I?U TR? T?I NHÀ • BS.CK2. V? MINH ??C	1245	237000	69018	2024-12-13T12:15:08Z	41M53S	158	1
eH-MkklTP6A	https://www.youtube.com/watch?v=eH-MkklTP6A	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	Nh?ng xét nghi?m nào giúp phát hi?n s?m b?nh ti?u ???ng? TS.BS Tr?n Minh Tri?t	235	1650000	28225	2023-08-14T07:41:31Z	15M47S	3	1
e5aR4Msxd7k	https://www.youtube.com/watch?v=e5aR4Msxd7k	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	C? ch? b?nh ti?u ???ng hi?u rõ ?? d? phòng b?nh | Dr Ng?c #shorts #short #drngoc	566	1310000	27036	2023-06-27T04:00:17Z	1M	15	1
tw5mgWE09p0	https://www.youtube.com/watch?v=tw5mgWE09p0	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	B?nh ti?u ???ng tuýp 2 nguy hi?m th? nào và bi?n ch?ng th??ng g?p? Gi?i ?áp 1001 th?c m?c	31	1650000	5012	2023-08-12T08:35:37Z	1M54S	1	1
05RHsAhBtMk	https://www.youtube.com/watch?v=05RHsAhBtMk	UCnOuAN2OoH-uwU4jgeH9Wlg	L??ng y Nguy?n Công ??c	Personal	H? TR? ?I?U TR? B?NH TI?U ???NG - L??ng Y Nguy?n Công ??c	3293	415000	382215	2024-03-17T16:14:41Z	34S	38	1
3oNzYqYhZL0	https://www.youtube.com/watch?v=3oNzYqYhZL0	UCr8i-5AIxdiJbI0HdGdUzIA	Báo Lao ??ng	Personal	"Ti?u ???ng, ch? s? ???ng huy?t cao có nên ?n th?t bò không? | Báo Lao ??ng"	11	984000	2356	2025-01-20T00:45:00Z	1M1S	0	1
jayC0pj5Pa4	https://www.youtube.com/watch?v=jayC0pj5Pa4	UCDLhNWWQeFZep0eh_1VDVLQ	Emma Pham Kitchen	Personal	B?nh ti?u ???ng: Ti?u ???ng lo?i 2 có th? ch?a lành ???c mà không c?n ph?i dùng thu?c su?t ??i?	177	267000	19128	2022-07-13T14:05:21Z	5M7S	23	1
HdA4b56ncAg	https://www.youtube.com/watch?v=HdA4b56ncAg	UCBNSanynVcLy-xrlLxmifLg	?ng d?ng t? v?n s?c kh?e Online 365 Medihome	Personal	Nh?n bi?t tri?u ch?ng B?nh ti?u ???ng - ?ái tháo ???ng	2	24800	521	2022-08-20T12:00:20Z	4M2S	0	1
Ur34vjxq7Eg	https://www.youtube.com/watch?v=Ur34vjxq7Eg	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	Cách ?n ?? Ng?t An Toàn Cho Ng??i B?nh Ti?u ???ng | BS.CK2 Tr?n Th? Kim Chi | Video Alobacsi	2966	1650000	422567	2024-11-01T03:24:27Z	23M48S	89	1
q7ClwaYM8_A	https://www.youtube.com/watch?v=q7ClwaYM8_A	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	Ng??i B?nh Ti?u ???ng ?n ???c Nh?ng Trái Cây Gì? | ThS.BS.CK1 Lê Ng?c Qu?nh Th?	624	1650000	90314	2022-12-08T08:00:10Z	12M59S	23	1
eLPVSsnH6iY	https://www.youtube.com/watch?v=eLPVSsnH6iY	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	Cách ??c ch? s? b?nh ti?u ???ng chính xác | Dr Ng?c #short #shorts #drngoc	343	1310000	20899	2024-05-20T00:00:15Z	41S	12	1
tPJb_8mA2PM	https://www.youtube.com/watch?v=tPJb_8mA2PM	UCZcCmWhvK0gfThyWRmRerDQ	TOÀN C?NH 24H	Personal	[S?ng kh?e m?i ngày] Khi nào b?nh nhân ti?u ???ng có th? ng?ng thu?c tây ?i?u tr? b?nh	159	6210000	43220	2023-08-04T04:14:03Z	1H37M49S	0	1
T11JY4DheDE	https://www.youtube.com/watch?v=T11JY4DheDE	UCDLhNWWQeFZep0eh_1VDVLQ	Emma Pham Kitchen	Personal	B?nh ti?u ???ng ch?a lành t? nhiên cùng Emma và Bs? Hoàng Hi?p	5073	267000	452351	2022-06-20T14:00:14Z	59M36S	717	1
RaO8KNN0TbE	https://www.youtube.com/watch?v=RaO8KNN0TbE	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	Các b??c x? trí khi ng??i b?nh ti?u ???ng b? h? ???ng huy?t	69	1650000	8592	2023-10-26T12:00:09Z	13M28S	1	1
zQT214nCVK0	https://www.youtube.com/watch?v=zQT214nCVK0	UCAgehYjUxNc7vHpf3F06mXQ	Video AloBacsi	Personal	6 Lo?i Th?c U?ng T?t Cho Ng??i ?ang B? B?nh Ti?u ???ng	18	1650000	2582	2023-08-16T03:07:57Z	2M15S	0	1
eUPikbz-zVw	https://www.youtube.com/watch?v=eUPikbz-zVw	UCr8i-5AIxdiJbI0HdGdUzIA	Báo Lao ??ng	Personal	"Lo?i cây m?c d?i h? tr? h? ???ng huy?t, ng?a b?nh ti?u ???ng | Báo Lao ??ng"	71	984000	1522	2025-01-27T04:06:58Z	51S	0	1
NJHO5T_Yodo	https://www.youtube.com/watch?v=NJHO5T_Yodo	UCYHzHDXngnB7jkmcQgXwE0w	Hello Bacsi	Personal	3 d?u hi?u c?nh báo b?nh ti?u ???ng ??c tr?ng ? ph? n?  #hellobacsi #doctor #suckhoe	262	4950	24068	2023-11-01T12:00:18Z	48S	0	1
1tPylOB4fcs	https://www.youtube.com/watch?v=1tPylOB4fcs	UCD09NCZlzMj4yGvGkLbuBpw	Báo S?c kh?e & ??i s?ng	Personal	4 Tháng M?c Ti?u ???ng Cô Gái Tr? Tu?i Ph?i M? M?t Do ??c Th?y Tinh Th? | SK?S	15	3000000	4429	2023-11-03T11:00:10Z	4M35S	0	1
Gf4f2xBHM34	https://www.youtube.com/watch?v=Gf4f2xBHM34	UCYO8RPtaJnD2bxC8CZl1_PA	Dr Ng?c Official 	Organization	L?i ích c?a vitamin d ??i v?i b?nh ti?u ???ng là gì? | Dr Ng?c #shorts #short #drngoc	443	1310000	13345	2023-07-06T01:00:05Z	55S	18	1
oGKwlp20tGQ	https://www.youtube.com/watch?v=oGKwlp20tGQ	UCWv6Zj_E6AG73tOr14B2kGA	Eatsy	Personal	NG??I B?NH TI?U ???NG CÓ ???C ?N M?T ONG KHÔNG?	82	3930	17115	2020-12-21T09:22:31Z	3M3S	0	1
